name|address|city|state|zip_code|day|time|info
 Cedar's Restaurant| 3322 S Campbell Ave|Springfield|MO|"
"|Thursday|12:00:00 PM|Open Alcoholics Anonymous Meeting
 Cedar's Restaurant| 3322 S Campbell Ave|Springfield|MO|"
"|Monday|12:00:00 PM|Open Alcoholics Anonymous Meeting
 212 Club| 204 W Pitman St|O'Fallon|MO|63366|Sunday|12:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous
 212 Club| 204 W Pitman St|O'Fallon|MO|63366|Sunday|9:00:00 AM|Unspecified AA Meeting - Alcoholics Anonymous
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Sunday|12:00:00 PM|Open Alcoholics Anonymous Meeting
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Sunday|9:00:00 AM|Open Alcoholics Anonymous Meeting
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Sunday|8:00:00 PM|AA Big Book Meeting, Open Alcoholics Anonymous Meeting
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Sunday|6:00:00 PM|AA Big Book Meeting, Open Alcoholics Anonymous Meeting
 212 Club| 204 W Pitman St|O'Fallon|MO|63366|Saturday|12:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous
 212 Club| 204 W Pitman St|O'Fallon|MO|63366|Saturday|8:00:00 AM|Unspecified AA Meeting - Alcoholics Anonymous
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Saturday|10:00:00 AM|Open Alcoholics Anonymous Meeting, Women
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Saturday|8:00:00 PM|Open Alcoholics Anonymous Meeting
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Saturday|6:00:00 PM|Open Alcoholics Anonymous Meeting
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Saturday|8:00:00 AM|AA Big Book Meeting, Open Alcoholics Anonymous Meeting
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Saturday|12:00:00 PM|AA Big Book Meeting, Discussion, Newcomer / Beginners AA Meeting, Open Alcoholics Anonymous Meeting, Speaker, Step Meeting
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Friday|8:00:00 PM|Open Alcoholics Anonymous Meeting
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Friday|6:00:00 PM|Open Alcoholics Anonymous Meeting
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Friday|12:00:00 PM|Open Alcoholics Anonymous Meeting
 St Patricks Church| 701 S Church St|Wentzville|MO|63385|Friday|7:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous
 St. Patrick Catholic Church| 405 S Church St|Wentzville|MO|63385|Friday|7:00:00 PM|AA Big Book Meeting, Discussion, Open Alcoholics Anonymous Meeting, Speaker, Step Meeting
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Thursday|12:00:00 PM|Open Alcoholics Anonymous Meeting
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Thursday|6:00:00 PM|Discussion, Open Alcoholics Anonymous Meeting
 Assumption Church| 403 N Main St|O'Fallon|MO|63366|Thursday|7:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous
 Wentzville Christian Church| 1507 Hwy Z|Wentzville|MO|63385|Thursday|7:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous
 Wentzville Christian Church| 1507 Hwy Z|Wentzville|MO|63385|Thursday|7:00:00 PM|AA Big Book Meeting, Discussion, Newcomer / Beginners AA Meeting, Open Alcoholics Anonymous Meeting, Speaker, Step Meeting
 Assumption - Sophia House| 415 N Main St|O'Fallon|MO|63366|Thursday|7:00:00 PM|AA Big Book Meeting, Closed Meeting of Alcoholics Anonymous, Step Meeting
 212 Club| 204 W Pitman St|O'Fallon|MO|63366|Wednesday|6:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous
 212 Club| 204 W Pitman St|O'Fallon|MO|63366|Wednesday|12:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous
 212 Club| 200 Grand Ave|Oakland|CA|94610|Thursday|12:10:00 PM|AA Discussion Meeting, Open Meeting of Alcoholics Anonymous, AA Meeting With Wheelchair Access
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Wednesday|6:00:00 PM|Open Alcoholics Anonymous Meeting, Step Meeting
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Wednesday|12:00:00 PM|Open Alcoholics Anonymous Meeting
 212 Club| 4198 Mission Ave|Oceanside|CA|92057|"Tuesday|Thursday"|"5:00:00 PM|9:00:00 AM"|"Unspecified AA Meeting - Alcoholics Anonymous Meeting|Unspecified AA Meeting - Alcoholics Anonymous Meeting"
 212 Club| 204 W Pitman St # G|O'Fallon|MO|"
"|Wednesday|7:00:00 PM|12 Steps & 12 Traditions AA Meeting, Discussion, Open Alcoholics Anonymous Meeting, Speaker, Step Meeting
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Tuesday|12:00:00 PM|Open Alcoholics Anonymous Meeting
 Faith UCC| 106 Kent Dr|Wentzville|MO|63385|Tuesday|7:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous
 Faith United Church Of Christ| 106 Kent Dr|Wentzville|MO|63385|Tuesday|7:00:00 PM|Open Alcoholics Anonymous Meeting
 Wentzville Christian Church| 1507 Hwy Z|Wentzville|MO|63385|Tuesday|6:30:00 PM|Closed Meeting of Alcoholics Anonymous, Men
 Wentzville Christian Church| 10319 Old Hammond Hwy|Baton Rouge|LA|70815|Thursday|12:00:00 PM|Closed Meeting of Alcoholics Anonymous Literature
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Monday|12:00:00 PM|Open Alcoholics Anonymous Meeting
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Monday|6:00:00 PM|Discussion, Open Alcoholics Anonymous Meeting
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|"Monday|Tuesday|Wednesday|Thursday|Friday"|"7:30:00 AM|7:30:00 AM|7:30:00 AM|7:30:00 AM|7:30:00 AM"|"Daily Reflections, Open Alcoholics Anonymous Meeting|Daily Reflections, Open Alcoholics Anonymous Meeting|Daily Reflections, Open Alcoholics Anonymous Meeting|Daily Reflections, Open Alcoholics Anonymous Meeting|Daily Reflections, Open Alcoholics Anonymous Meeting"
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Monday|8:00:00 PM|Closed Meeting of Alcoholics Anonymous
 212 Club| 204 W Pitman St Suite G|O'Fallon|MO|"
"|Monday|7:30:00 PM|AA Big Book Meeting, Newcomer / Beginners AA Meeting, Open Alcoholics Anonymous Meeting
 Faith UCC| 106 Kent Dr|Wentzville|MO|63385|Monday|7:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous
 Krumbly Burger| 113 W 5th St|Junction City|KS|66441|Wednesday|8:00:00 PM|Open Big Book AA Meeting
 Krumbly Burgers| 70 Front St|Troy|MO|"
"|Monday|7:00:00 PM|AA Big Book Meeting, Open Alcoholics Anonymous Meeting
 Stone Shelter| Cuivre River State Park|Troy|MO|"
"|Monday|10:00:00 AM|Open Alcoholics Anonymous Meeting
 Community Center| 200 Eastbrook Rd|Estill Springs|TN|"
"|Sunday|7:30 PM|Open Discussion AA Meeting
 Serenity House| 313 N. Collins Street|Tullahoma|TN|"
"|"Saturday|Tuesday|Tuesday"|"6:00 PM|12:00 PM|12:00 PM"|"Open Speaker AA Meeting|Open Discussion AA Meeting|Open Discussion AA Meeting"
 Serenity House| 313 N Collins St|Tullahoma|TN|"
"|Saturday|9:00 AM|Open Discussion AA Meeting
 Serenity House| 313 N Collins St|Tullahoma|TN|"
"|"Friday|Monday|Saturday|Sunday|Thursday|Tuesday|Wednesday|Wednesday|Wednesday"|"12:00 PM|12:00 PM|10:00 AM|5:00 PM|7:00 PM|7:00 PM|12:00 PM|12:00 PM|7:00 PM"|"Open Discussion AA Meeting|Open Discussion AA Meeting|Open Discussion AA Meeting|Open Discussion AA Meeting|Big Book AA Meeting|Open Discussion AA Meeting|Open Discussion AA Meeting|Open Discussion AA Meeting|Open Discussion AA Meeting"
 All Saints Episcopal Church| 40 Central Avenue|Glen Rock|NJ|07452|Sunday|7:00 PM|Closed Step Study AA Meeting Discussion
 Our Lady Of Grace Church| 400 Willow Ave.|Hoboken|NJ|07030|Saturday|9:00 AM|Open Meeting Of Alcoholics Anonymous Speaker Discussion
 Our Lady of Sorrows| 217 Prospect Street|South Orange|NJ|07079|Saturday|1:00 PM|Open Meeting Of Alcoholics Anonymous Discussion
 St. Anne School Cafeteria| 1-30 Summit Avenue|Fair Lawn|NJ|"
"|Saturday|7:30 PM|Closed Beginners Meeting of Alcoholics Anonymous
 Living Waters Lutheran Church| 11 Old York Road|Ringoes|NJ|08551|Friday|7:30 PM|Open Meeting Of Alcoholics Anonymous Big Book
 St. Clement's Church| 154 Mt. Pleasant Avenue|Rockaway|NJ|07801|"Friday|Saturday"|"9:00 PM|9:00 PM"|"Closed Discussion AA Meeting|Open Meeting Of Alcoholics Anonymous Step"
 Our Lady of Good Counsel| 668 Ridgewood Road|Washington Twp.|NJ|"
"|Friday|8:00 PM|Closed Discussion AA Meeting
 St. Robert Bellarmine Church| 61 Georgia Rd.|Freehold|NJ|"
"|Friday|7:15 PM|Closed Step Study AA Meeting
 St. Peters Church| 70 Maple Avenue|Morristown|NJ|07960|"Friday|Friday"|"7:30 PM|7:30 PM"|"Open Meeting Of Alcoholics Anonymous Speaker|Open Meeting Of Alcoholics Anonymous Big Book"
 St. Anthony of Padua| 436 Port Reading Ave.|Port Reading|NJ|07064|Thursday|8:00 PM|Open Meeting Of Alcoholics Anonymous Speaker
 United Reformed Church| 100 West Main Street|Somerville|NJ|08876|Thursday|8:00 PM|Open Meeting Of Alcoholics Anonymous Discussion
 Athenia Reformed Church (Entrance on side)| 770 Clifton Avenue|Clifton|NJ|"
"|Wednesday|8:00 PM|Closed Step Study AA Meeting
 Our Lady of Perpetual Help| 100 Grant Ave.|Seaside Heights|NJ|"
"|Wednesday|6:00 PM|Closed Big Book AA Meeting
 Sacred Heart Church| 751 Main Ave. and Route 35|Bay Head|NJ|"
"|Wednesday|7:30 PM|Open Meeting Of Alcoholics Anonymous Speaker
 Long Valley Presbyterian Church| 39 Bartley Road|Long Valley|NJ|"
"|Tuesday|7:00 PM|Open Meeting Of Alcoholics Anonymous Discussion
 Ponds Reformed Church| 341 Ramapo Valley Road|Oakland|NJ|"
"|Tuesday|8:00 PM|Closed Discussion AA Meeting
 St. Ann's Church| 1-30 Summit Avenue|Fair Lawn|NJ|"
"|Saturday|7:30 PM|Closed Beginners Meeting of Alcoholics Anonymous
 Church of the Good Shepherd| 233 So. Highwood at Rock Road|Glen Rock|NJ|"
"|"Wednesday|Thursday|Monday"|"7:15 PM|8:00 PM|7:00 PM"|"Closed Step Study AA Meeting|Open Meeting Of Alcoholics Anonymous Speaker|Open Meeting Of Alcoholics Anonymous Beginner"
 United Presbyterian Church| 859 High Street|Alpha|NJ|"
"|Monday|8:00 PM|Open Meeting Of Alcoholics Anonymous Discussion*
 St. Rocco's Church Lower Rectory| 4206 Kennedy Blvd.|Union City|NJ|"
"|Monday|7:00 PM|Closed Big Book AA Meeting
 Methodist Church| 202 N Washington Ave|Protection|KS|67127|Monday|8:00:00 PM|Unspecified AA Meeting
 1st Unitarian Universalist Church| 5212 S Claiborne Ave|New Orleans|LA|70115|Sunday|8:00:00 PM|AA Meeting, Discussion, Open
 1333 S. Carrollton Ave| 1333 S Carrollton Ave|New Orleans|LA|"
"|Saturday|9:00:00 AM|Closed Meeting of Alcoholics Anonymous Literature
 Pontiff Playground| 1521 Palm St|Metairie|LA|70001|"Friday|Saturday"|"7:00:00 PM|7:00:00 PM"|"Literature, Open, Wheelchair Access|Literature, Open, Wheelchair Access"
 Munholland United Methodist| 1201 Metairie Rd|54874|54874|70005|Wednesday at 8:00:00 PM|AA Meeting, Discussion, Men, Newcomer, Open|AA Meeting, Discussion, Men, Newcomer, Open
 Metairie Baptist Church| 401 Codifer Blvd|54873|54873|70005|Wednesday at 8:00:00 PM|Closed AA Meeting|Closed AA Meeting
 St Francis Xavier Church| 444 Metairie Rd|54871|54871|70005|Tuesday at 7:00:00 PM|Closed Meeting of Alcoholics Anonymous Women|Closed Meeting of Alcoholics Anonymous Women
 Rayne Memorial Church| 3900 St Charles Ave|Uptown|LA|"
"|Monday|6:30:00 PM|Closed Meeting of Alcoholics Anonymous Literature
 Valhalla United Methodist Church| 200 Columbus Ave|Valhalla|NY|10595|Wednesday|7:30 PM|Closed Women's AA Meeting
 St Albans Veterans Hosp| 1875 Linden Blvd|54866|54866|"
"|"Wednesday at 7:30 PM|Sunday at 7:30 PM|Sunday at 6:00 PM"|"Closed AA Meeting, Wheelchair Access|Open AA Meeting, Wheelchair Access|Alcoholics Anonymous Step Meeting, Wheelchair Access"|"Closed AA Meeting, Wheelchair Access|Closed AA Meeting, Wheelchair Access|Closed AA Meeting, Wheelchair Access"
 St James the Less Episcopal Church| 107-61 166th St|54865|54865|11433|Saturday at 4:00 PM|Closed AA Meeting|Closed AA Meeting
 St Alban's Veterans Hospital| 179-00 Linden Blvd|54864|54864|11434|Friday at 7:00 PM|Beginner, Men, Step Meeting, Wheelchair Access|Beginner, Men, Step Meeting, Wheelchair Access
 I Can Club| 110-54 Farmers Blvd|54863|54863|11412|Friday at 8:00 AM|Open Meeting of Alcoholics Anonymous|Open Meeting of Alcoholics Anonymous
 I Can Club| 110-54 Farmers Blvd|54862|54862|11412|Friday at 5:00 PM|Closed AA Meeting, Wheelchair Access|Closed AA Meeting, Wheelchair Access
 I Can Club| 110-54 Farmers Blvd|54861|54861|11412|Friday at 7:30 PM|Beginner, Wheelchair Access, Women|Beginner, Wheelchair Access, Women
 I Can Club| 110-54 Farmers Blvd|54860|54860|11412|Thursday at 7:30 PM|Closed AA Meeting, Wheelchair Access|Closed AA Meeting, Wheelchair Access
 Incarnation Roman Catholic Church| 89-45 Francis Lewis Blvd|54859|54859|"
"|"Saturday at 8:00 PM|Thursday at 8:00 PM"|"Open AA Meeting, Wheelchair Access|Alcoholics Anonymous Step Meeting, Wheelchair Access"|"Open AA Meeting, Wheelchair Access|Open AA Meeting, Wheelchair Access"
 I Can Club| 110-54 Farmers Blvd|Queens|NY|11412|"Tuesday|Saturday"|"7:30 PM|8:00 PM"|"Closed AA Meeting, Wheelchair Access|Open AA Meeting, Wheelchair Access"
name|address|city|state|zip_code|day|time|info
 Our Lady of Lourdes Roman Catholic Church| 92-96 220th St|Queens|NY|11428|"Friday|Friday|Tuesday"|"6:30 PM|8:00 PM|7:30 PM"|"Beginners Meeting of Alcoholic's Anonymous|Open Meeting of Alcoholics Anonymous|Alcoholics Anonymous Step Meeting"
 St Albans the Martyr-Episcopal Church| 116-42 Farmers Blvd|54856|54856|11412|"Thursday at 7:00 PM|Monday at 7:30 PM"|"Closed AA Meeting, Wheelchair Access|Open AA Meeting, Wheelchair Access"|"Closed AA Meeting, Wheelchair Access|Closed AA Meeting, Wheelchair Access"
 St Albans the Martyr-Episcopal Church| 116-42 Farmers Blvd|54855|54855|11412|"Thursday at 5:30 PM|Monday at 5:30 PM"|"Beginner, Big Book, Open AA Meeting, Wheelchair Access|Big Book, Open AA Meeting, Wheelchair Access"|"Beginner, Big Book, Open AA Meeting, Wheelchair Access|Beginner, Big Book, Open AA Meeting, Wheelchair Access"
 Georgetown United Methodist Church| 33 Church St|Georgetown|CT|06437|Monday|7:00:00 PM|Closed, Discussion
 524 Liberty St., Oskaloosa, Kansas| 524 Liberty St|Oskaloosa|KS|66066|Saturday|8:00:00 PM|Unspecified AA Meeting
 St. Ann's Catholic Church| 800 Hiawatha Ave|Hiawatha|KS|66434|Monday|8:00:00 PM|Unspecified AA Meeting
 | 7 NE Munger Ave|Claycomo|MO|"
"|"Monday|Monday"|"12:00:00 PM|6:00:00 PM"|"Unspecified AA Meeting - Alcoholics Anonymous|Unspecified AA Meeting - Alcoholics Anonymous"
 First United Methodist| 4th St & Franklin St|Napa|CA|"
"|Sunday|7:30:00 PM|Open Meeting of Alcoholics Anonymous, AA Speaker Meeting
 Tucker Farm Center| 1201 Summit Dr|Napa|CA|"
"|Sunday|10:30:00 AM|Open Meeting of Alcoholics Anonymous, AA Speaker Meeting
 Napa Recovery Resource Center| 2407 California Blvd #4|Napa|CA|"
"|Sunday|7:30:00 AM|Meditation, Open Meeting of Alcoholics Anonymous
 Napa Recovery Resource Center| 2407 California Blvd #4|Napa|CA|"
"|Sunday|10:00:00 AM|Closed AA Meeting
 Sea Scout Hall| 402 Riverside Dr|Napa|CA|"
"|Sunday|5:30:00 PM|Living Sober, Open Meeting of Alcoholics Anonymous
 Fruit of Spirit Comm Church| 700 Port Chicago Hwy|Bay Point|CA|"
"|Saturday|7:00:00 PM|Unspecified AA Meeting - Alcoholics Anonymous Meeting
 First United Methodist| 4th St & Franklin St|Napa|CA|"
"|Saturday|8:00:00 PM|Open Meeting of Alcoholics Anonymous, AA Speaker Meeting
 Napa Recovery Resource Center| 2407 California Blvd #4|Napa|CA|"
"|Saturday|6:00:00 PM|AA Literature Meeting, Open Meeting of Alcoholics Anonymous
 Napa Recovery Resource Center| 2407 California Blvd #4|Napa|CA|"
"|Saturday|10:30:00 AM|Closed AA Meeting, Women
 First Presbyterian Church| 1333 3rd St|Napa|CA|"
"|Saturday|8:00:00 AM|AA Discussion Meeting, Men, Open Meeting of Alcoholics Anonymous, AA Speaker Meeting
 Sea Scout Hall| 402 Riverside Dr|Napa|CA|"
"|Saturday|5:30:00 PM|AA Literature Meeting, Open Meeting of Alcoholics Anonymous
 St. Mary's Church| 1917 3rd St|Napa|CA|"
"|Friday|12:15:00 PM|Closed AA Meeting, AA Literature Meeting
 Queen of the Valley| 1000 Trancas St|Napa|CA|"
"|Friday|7:30:00 PM|AA Discussion Meeting, Open Meeting of Alcoholics Anonymous
 Sea Scout Hall| 402 Riverside Dr|Napa|CA|"
"|Friday|5:30:00 PM|Open Meeting of Alcoholics Anonymous, AA Speaker Meeting
 Crosswalk Community Church| 2590 1st St|Napa|CA|"
"|"Monday|Thursday|Friday"|"6:30:00 AM|6:30:00 AM|6:30:00 AM"|"Daily Reflections, Open Meeting of Alcoholics Anonymous|Daily Reflections, Open Meeting of Alcoholics Anonymous|Daily Reflections, Open Meeting of Alcoholics Anonymous"
 Crosswalk Community Church| 1020 Bowie St|Baytown|TX|77520|Thursday|6:00:00 PM|AA Discussion Meeting, Open AA Meeting (Alcoholics Anonymous), Wheelchair Access, Women's AA Meeting
 Napa Recovery Resource Center| 2407 California Blvd #4|Napa|CA|"
"|Thursday|8:00:00 PM|Open Meeting of Alcoholics Anonymous, AA Speaker Meeting
 Napa Recovery Resource Center| 2407 California Blvd #4|Napa|CA|"
"|Thursday|12:00:00 PM|Grapevine, Open Meeting of Alcoholics Anonymous
 St. Mary's Church| 1917 3rd St|Napa|CA|"
"|Wednesday|10:30:00 AM|AA Literature Meeting, Open Meeting of Alcoholics Anonymous
 First United Methodist| 4th St & Franklin St|Napa|CA|"
"|Wednesday|8:00:00 PM|Open Meeting of Alcoholics Anonymous, AA Speaker Meeting
 First United Methodist| 4th St & Franklin St|Napa|CA|"
"|Wednesday|3:30:00 PM|AA Discussion Meeting, Open Meeting of Alcoholics Anonymous
 Sea Scout Hall| 402 Riverside Dr|Napa|CA|"
"|Wednesday|5:30:00 PM|Open Meeting of Alcoholics Anonymous, AA Speaker Meeting
 St. Mary's Church| 1917 3rd St|Napa|CA|"
"|Tuesday|10:00:00 AM|Closed AA Meeting, AA Literature Meeting
 Napa Recovery Resource Center| 2407 California Blvd #4|Napa|CA|"
"|Tuesday|7:00:00 PM|Open Meeting of Alcoholics Anonymous
 Napa| Napa|Napa|CA|"
"|Tuesday|7:30:00 PM|AA Men's Meeting
 First United Methodist| 4th St & Franklin St|Napa|CA|"
"|"Tuesday|Wednesday"|"6:30:00 AM|6:30:00 AM"|"Daily Reflections, Open Meeting of Alcoholics Anonymous|Daily Reflections, Open Meeting of Alcoholics Anonymous"
 Sea Scout Hall| 402 Riverside Dr|Napa|CA|"
"|Tuesday|5:30:00 PM|Grapevine, Open Meeting of Alcoholics Anonymous
 Napa Recovery Resource Center| 2407 California Blvd #4|Napa|CA|"
"|"Monday|Wednesday|Friday"|"7:30:00 PM|7:30:00 PM|7:30:00 PM"|"Open Meeting of Alcoholics Anonymous, Spanish Speaking AA Meeting|Open Meeting of Alcoholics Anonymous, Spanish Speaking AA Meeting|Open Meeting of Alcoholics Anonymous, Spanish Speaking AA Meeting"
 Napa Recovery Resource Center| 2407 California Blvd #4|Napa|CA|"
"|Monday|7:30:00 PM|Open Meeting of Alcoholics Anonymous
 First United Methodist| 4th St & Franklin St|Napa|CA|"
"|Monday|7:30:00 PM|Open Meeting of Alcoholics Anonymous
 First United Methodist| 4th St & Franklin St|Napa|CA|"
"|Thursday|7:00:00 PM|Closed AA Meeting, Men
 Sea Scout Hall| 402 Riverside Dr|Napa|CA|"
"|Monday|8:00:00 PM|Open Meeting of Alcoholics Anonymous, AA Speaker Meeting
 Sea Scout Hall| 402 Riverside Dr|Napa|CA|"
"|Monday|5:30:00 PM|Open Meeting of Alcoholics Anonymous, AA Speaker Meeting
 1514 Silverado Trail| 1510 Silverado Trail|Napa|CA|"
"|"Sunday|Monday|Tuesday|Wednesday|Thursday|Friday"|"10:00:00 AM|7:00:00 PM|7:00:00 PM|7:00:00 PM|7:00:00 PM|7:00:00 PM"|"Open Meeting of Alcoholics Anonymous, Spanish Speaking AA Meeting|Open Meeting of Alcoholics Anonymous, Spanish Speaking AA Meeting|Open Meeting of Alcoholics Anonymous, Spanish Speaking AA Meeting|Open Meeting of Alcoholics Anonymous, Spanish Speaking AA Meeting|Open Meeting of Alcoholics Anonymous, Spanish Speaking AA Meeting|Open Meeting of Alcoholics Anonymous, Spanish Speaking AA Meeting"
 K.I.S.S CLUB| 818 N Broad St|Woodbury|NJ|08096|Sunday|8:30:00 PM|Big Book, Discussion, Newcomer, Open
 Holy Trinity Episcopal Church| 11 N Monroe Ave|Wenonah|NJ|"
"|Friday|8:30:00 PM|Open Discussion AA Meeting
 Holy Nativity Lutheran Church| 3 Lenape Trail|Wenonah|NJ|08090|Friday|10:30:00 AM|Closed, Step Meeting
 Southwood Baptist Church| 11 Griscom Ln|West Deptford|NJ|08096|Thursday|7:30:00 AM|Discussion, Literature, Open
 Christ Episcopal Church| 162 Delaware St|Woodbury|NJ|"
"|Tuesday|12:00:00 PM|Open Discussion AA Meeting
 Presbyterian Church| 67 S Broad St|Woodbury|NJ|08096|"Tuesday|Thursday"|"8:00:00 PM|6:00:00 PM"|"Closed, Step Meeting, Tradition Study|Open Discussion AA Meeting"
 Holy Nativity Lutheran Church| 3 Lenape Trail|Wenonah|NJ|08090|Monday|7:30:00 PM|Open Big Book AA Meeting
 The Center for Non-Profits at St.| 1200 W Walnut St|Rogers|AR|72756|"Friday|Sunday"|"8:30:00 PM|10:00:00 AM"|"Closed Literature AA Meeting|Open Meeting of Alcoholics Anonymous"
 The Center for Non-Profits at St. Mary's, Room, 1724| 1200 W Walnut St|Rogers|AR|72756|Thursday|12:00:00 PM|Open Steps AA Meeting, Women
